,0
339,"[-0.0584155315876521, -0.008253185076196361, 0.30428553280094817], [0.9837072373185568 + 0.003702134151383345*i + -0.04579601470802913*j + -0.17380762493826207*k]"
340,"[-0.05911597320789331, -0.007990487432002015, 0.3054455942660101], [0.9836399549714843 + 0.00394792693300043*i + -0.04528314699453678*j + -0.1743166356229356*k]"
341,"[-0.059117023565290035, -0.008056353811534984, 0.30664207552177997], [0.9835633498327748 + 0.0038165872839930216*i + -0.04508555243646234*j + -0.17480235550110115*k]"
342,"[-0.05911807392268676, -0.008122220191067953, 0.30783855677754984], [0.9834864515077383 + 0.0036852464973149103*i + -0.04488794443902223*j + -0.17528802327315623*k]"
343,"[-0.059126716623048414, -0.008129622359694163, 0.3090315438932566], [0.9834160029549823 + 0.0034361074954865753*i + -0.044666397976949344*j + -0.1757443347282932*k]"
344,"[-0.05913535932341007, -0.008137024528320373, 0.3102245310089633], [0.9833452354447977 + 0.0031869673792041244*i + -0.0444448370279458*j + -0.17620058918317702*k]"
345,"[-0.059110113651769096, -0.008226595150676778, 0.311436472342915], [0.9832692408271082 + 0.003092981792627736*i + -0.0442329334932776*j + -0.17667903413108202*k]"
346,"[-0.059084867980128124, -0.008316165773033183, 0.3126484136768667], [0.983192962613775 + 0.0029989953139699854*i + -0.044021017200895914*j + -0.17715742812101704*k]"
347,"[-0.05904874075979571, -0.008338151880692892, 0.31385610840885336], [0.9831247669833888 + 0.002591813548799799*i + -0.04379636072313011*j + -0.17759744883808223*k]"
348,"[-0.05901261353946329, -0.008360137988352601, 0.31506380314084004], [0.9830561638120027 + 0.0021846307092285595*i + -0.04357168609017868*j + -0.17803739593454063*k]"
349,"[-0.059000872234804755, -0.008431145419569894, 0.3162820766677865], [0.9829814261294233 + 0.0020614606243290995*i + -0.04339413498759773*j + -0.17849430050659243*k]"
350,"[-0.058989130930146225, -0.008502152850787186, 0.317500350194733], [0.9829064318466467 + 0.0019382900013002414*i + -0.043216572557291444*j + -0.17895115848399706*k]"
351,"[-0.05837533469472719, -0.008798365420718886, 0.3187438131635615], [0.9828316124048472 + 0.002124602679876922*i + -0.04324886334720642*j + -0.17935173135577911*k]"
352,"[-0.05776153845930816, -0.009094577990650584, 0.3199872761323899], [0.9827565946161453 + 0.0023109149296839586*i + -0.04328114540899548*j + -0.1797522680322863*k]"
353,"[-0.05790871237654249, -0.00913922542509887, 0.3212003620533448], [0.9826810257545061 + 0.002370481317728817*i + -0.04313079645353926*j + -0.1802002132009768*k]"
354,"[-0.058055886293776816, -0.009183872859547155, 0.3224134479742996], [0.9826052284013588 + 0.00243004715459294*i + -0.042980437469375375*j + -0.18064811646978587*k]"
355,"[-0.057951672232526605, -0.009254377078510206, 0.3236244017698027], [0.9825270625487295 + 0.002121197289820166*i + -0.042913202751836084*j + -0.1810925976151495*k]"
356,"[-0.057847458171276386, -0.009324881297473256, 0.32483535556530585], [0.9824485984184367 + 0.0018123467810897901*i + -0.04284595500661506*j + -0.18153702378403566*k]"
357,"[-0.05825523238297904, -0.009326451190568609, 0.3260568305659427], [0.9823576923973647 + 0.002369152051719309*i + -0.04282370419939816*j + -0.1820271454067306*k]"
358,"[-0.05866300659468169, -0.00932802108366396, 0.3272783055665796], [0.982266237228207 + 0.002925955997968387*i + -0.04280142945328878*j + -0.18251716527437312*k]"
359,"[-0.05842147596811584, -0.00938949681206453, 0.3284915244026139], [0.9821936741793045 + 0.0025557414141205615*i + -0.042530171745305205*j + -0.1829760614924731*k]"
360,"[-0.058179945341549986, -0.0094509725404651, 0.32970474323864823], [0.9821206922339173 + 0.0021855257402727474*i + -0.04225889589859818*j + -0.18343487967298142*k]"
361,"[-0.05824552250812158, -0.009512012227476323, 0.3309290840533421], [0.9820382239532103 + 0.0021200672519933374*i + -0.042238621423731124*j + -0.18388129559553934*k]"
362,"[-0.058311099674693175, -0.009573051914487544, 0.33215342486803595], [0.9819555486744983 + 0.002054608316837543*i + -0.042218338045635906*j + -0.18432767275885098*k]"
363,"[-0.0587097038231154, -0.009619412755894903, 0.33336689302482714], [0.9818674215712264 + 0.002417292283160749*i + -0.042250018065931004*j + -0.18478489962255562*k]"
364,"[-0.05910830797153761, -0.009665773597302264, 0.33458036118161827], [0.981778951436788 + 0.002779975404964039*i + -0.04228168332550315*j + -0.1852420619286853*k]"
365,"[-0.05926587064130219, -0.009655535870970983, 0.33577416763556023], [0.981701657755079 + 0.0029467929590036085*i + -0.04187732630147745*j + -0.18574030557212437*k]"
366,"[-0.05942343331106676, -0.0096452981446397, 0.3369679740895022], [0.9816239266725242 + 0.0031136092000885523*i + -0.04147295061885236*j + -0.1862384664582755*k]"
367,"[-0.05975080865309669, -0.009658253275617378, 0.3381620973278826], [0.9815420993319923 + 0.0032918392867029573*i + -0.04109368250284839*j + -0.1867500476342934*k]"
368,"[-0.06007818399512663, -0.009671208406595055, 0.3393562205662631], [0.9814598361658804 + 0.0034700679116706668*i + -0.04071439614037488*j + -0.18726154588931596*k]"
369,"[-0.06024653679821779, -0.00965602212538116, 0.3405632015226133], [0.9813806485125198 + 0.003632469599891381*i + -0.040312230475890026*j + -0.18775982521245255*k]"
370,"[-0.060414889601308946, -0.009640835844167264, 0.3417701824789636], [0.9813010264367868 + 0.0037948696801467625*i + -0.039910046966611906*j + -0.18825802142098033*k]"
371,"[-0.060328700590001914, -0.009645127746110538, 0.34298933298253703], [0.981223155299586 + 0.003946714178989059*i + -0.03938869150946353*j + -0.18876989678517614*k]"
372,"[-0.06024251157869488, -0.009649419648053811, 0.34420848348611044], [0.9811447317842162 + 0.0040985564560342665*i + -0.03886731387850772*j + -0.1892816658816291*k]"
373,"[-0.06025359277133385, -0.009652829193626318, 0.3454186570014666], [0.9810639612985734 + 0.004142135434720547*i + -0.038655233458124286*j + -0.18974224485203445*k]"
374,"[-0.060264673963972816, -0.009656238739198825, 0.3466288305168228], [0.9809829303070032 + 0.004185713313528658*i + -0.03844314277345856*j + -0.19020277343940525*k]"
375,"[-0.06031046187484116, -0.009711386375304299, 0.3478560623506337], [0.9808938726607528 + 0.0041208997651241775*i + -0.038368665306035325*j + -0.19067793339647424*k]"
376,"[-0.060356249785709505, -0.009766534011409773, 0.34908329418444467], [0.9808045762100641 + 0.004056085213462177*i + -0.038294178497532666*j + -0.19115304693186805*k]"
377,"[-0.06065405816153718, -0.009776890853572672, 0.3502706349424023], [0.9807204621686292 + 0.004119003781164303*i + -0.03793403011592119*j + -0.19165442403128996*k]"
378,"[-0.06095186653736487, -0.009787247695735572, 0.3514579757003599], [0.9806359635673115 + 0.00418192073372361*i + -0.037573866859626506*j + -0.19215572597922298*k]"
379,"[-0.06077789161930887, -0.009817982124097534, 0.352685522211882], [0.9805510824727567 + 0.0042492696667418605*i + -0.03713059865866633*j + -0.19267287565211003*k]"
380,"[-0.060603916701252876, -0.009848716552459493, 0.35391306872340406], [0.9804657349583299 + 0.004316616578505074*i + -0.03668731279575116*j + -0.19318993367606652*k]"
381,"[-0.060731280395915764, -0.009836205663588352, 0.35510810843277363], [0.9803804043107203 + 0.004525309106917553*i + -0.036292101494210874*j + -0.19369219857849065*k]"
382,"[-0.06085864409057865, -0.009823694774717211, 0.3563031481421432], [0.9802946233784146 + 0.004733999556874133*i + -0.03589687352385732*j + -0.1941943745188829*k]"
383,"[-0.06107282534598923, -0.009792566510212175, 0.3574991906824084], [0.9802081193658543 + 0.0048268993784268644*i + -0.035540750031157094*j + -0.19469360251140372*k]"
384,"[-0.0612870066013998, -0.00976143824570714, 0.35869523322267355], [0.9801212309491423 + 0.004919797307034492*i + -0.03518461260058836*j + -0.19519275415174214*k]"
385,"[-0.061380005298874066, -0.009819894744792078, 0.35990297073972394], [0.9800360170657185 + 0.004997944483744409*i + -0.03479257841355503*j + -0.19568827837210098*k]"
386,"[-0.061473003996348335, -0.009878351243877018, 0.3611107082567743], [0.9799503988160588 + 0.005076089598285219*i + -0.03440052987098403*j + -0.19618372185080218*k]"
387,"[-0.06161073018738089, -0.009889626953595104, 0.36231044765393283], [0.9798628293906931 + 0.004991599460491785*i + -0.03405762350115833*j + -0.19668247963340468*k]"
388,"[-0.06174845637841344, -0.009900902663313192, 0.3635101870510914], [0.9797748864895403 + 0.004907107420144768*i + -0.03371470415023226*j + -0.19718116245026537*k]"
389,"[-0.061867950164541725, -0.009845004488731556, 0.36472192926454744], [0.9796874820573911 + 0.004777309521183196*i + -0.03333519985066647*j + -0.19768252139403683*k]"
390,"[-0.06198744395067001, -0.009789106314149922, 0.3659336714780035], [0.9795996662825529 + 0.004647509616366306*i + -0.03295568155460587*j + -0.1981837973365845*k]"
391,"[-0.061947315544878145, -0.009974702619726359, 0.3670769888434252], [0.979518796827718 + 0.004871875533053402*i + -0.03250845162321288*j + -0.19865143357909934*k]"
392,"[-0.06190718713908627, -0.010160298925302796, 0.3682203062088469], [0.9794374615350969 + 0.005096239132782702*i + -0.032061206231508994*j + -0.199118975347323*k]"
393,"[-0.06194498876450708, -0.010239581050462139, 0.3694330931451152], [0.9793489469487725 + 0.005128794332659437*i + -0.031714530785101655*j + -0.19960842696666029*k]"
394,"[-0.06198279038992789, -0.01031886317562148, 0.37064588008138344], [0.979260071333856 + 0.0051613476418501175*i + -0.03136784364740447*j + -0.20009780500206245*k]"
395,"[-0.06180358759965454, -0.010398016936769398, 0.37181317437664096], [0.9791801416969225 + 0.005013312803288536*i + -0.030883469951732186*j + -0.20056751502890888*k]"
396,"[-0.061624384809381184, -0.010477170697917317, 0.3729804686718985], [0.9790997385789526 + 0.004865275540547335*i + -0.03039908132240598*j + -0.20103712807164498*k]"
397,"[-0.06172612165687626, -0.010520015876966337, 0.37419565867309523], [0.9790071950980065 + 0.004906394530476127*i + -0.03004070304071005*j + -0.20154005904500732*k]"
398,"[-0.061827858504371336, -0.010562861056015357, 0.37541084867429203], [0.9789142682088408 + 0.004947511598915476*i + -0.029682312994184893*j + -0.20204291108931216*k]"
399,"[-0.06193396358854364, -0.010586373853420348, 0.37662116518561195], [0.9788206657477523 + 0.004989538220823508*i + -0.02931910615980903*j + -0.2025477692482932*k]"
400,"[-0.06204006867271594, -0.010609886650825339, 0.37783148169693187], [0.9787266743731966 + 0.005031562860245191*i + -0.028955887676113096*j + -0.20305254692924804*k]"
401,"[-0.062148589439788196, -0.01071602617406121, 0.377520182084778], [0.9786905258045854 + 0.00563058295938791*i + -0.029361886284518673*j + -0.20315272794057315*k]"
402,"[-0.06225711020686044, -0.01082216569729708, 0.37720888247262413], [0.9786538536337016 + 0.006229600046152399*i + -0.029767869184229842*j + -0.203252800264599*k]"
403,"[-0.06221462685467066, -0.010880206627645501, 0.376892821136231], [0.9786098462783661 + 0.006306635503980208*i + -0.030189312815345412*j + -0.2034000995756631*k]"
404,"[-0.06217214350248089, -0.010938247557993922, 0.37657675979983785], [0.9785656361717753 + 0.006383669655180796*i + -0.030610750191750694*j + -0.20354735674569863*k]"
405,"[-0.06237961817072769, -0.01089959747773686, 0.3762327118772669], [0.9785200890110386 + 0.006532126136332097*i + -0.03102533741054068*j + -0.20369878538795985*k]"
406,"[-0.06258709283897448, -0.010860947397479797, 0.375888663954696], [0.9784743276257697 + 0.006680581187424186*i + -0.03143991783704457*j + -0.2038501694350436*k]"
407,"[-0.06246724765296811, -0.010968801466941548, 0.37554742690350207], [0.9784269476125669 + 0.006813811443815705*i + -0.03185000400649154*j + -0.2040094542023721*k]"
408,"[-0.06234740246696173, -0.011076655536403298, 0.3752061898523082], [0.9783793586685489 + 0.006947040245203166*i + -0.03226008337476923*j + -0.2041686954060378*k]"
409,"[-0.06263288130392511, -0.011002830394550878, 0.37487778861590415], [0.9783333232155693 + 0.007171844472031573*i + -0.0326669224821542*j + -0.20431677735417203*k]"
410,"[-0.06291836014088849, -0.010929005252698458, 0.37454938737950016], [0.9782870528622876 + 0.007396646976882006*i + -0.03307375374612857*j + -0.20446481024533195*k]"
411,"[-0.06278681593461752, -0.011014420941313722, 0.37422885473545797], [0.9782432057142588 + 0.007541800785360281*i + -0.03352395317574926*j + -0.20459593416848348*k]"
412,"[-0.06265527172834653, -0.011099836629928986, 0.37390832209141583], [0.9781991209849883 + 0.007686952762197521*i + -0.03397414446356801*j + -0.20472700840240046*k]"
413,"[-0.06265076762957528, -0.011211253729403558, 0.3735870447349674], [0.9781477586284136 + 0.00794372681405121*i + -0.03437385724133759*j + -0.2048958209258221*k]"
414,"[-0.06264626353080402, -0.01132267082887813, 0.373265767378519], [0.9780961450453681 + 0.008200498825646222*i + -0.03477356119056079*j + -0.20506458082401044*k]"
415,"[-0.06280024710549198, -0.011347190694354182, 0.37293713656015137], [0.9780464760966543 + 0.008517752585466895*i + -0.03519908089500642*j + -0.20521589409681734*k]"
416,"[-0.06295423068017993, -0.011371710559830234, 0.37260850574178367], [0.9779965068097436 + 0.008835003729658846*i + -0.035624589790529605*j + -0.20536714435199352*k]"
417,"[-0.06303651923966949, -0.011404199879717556, 0.3722887956770949], [0.9779453852405761 + 0.009059006683979937*i + -0.03605861396325094*j + -0.20552502096730277*k]"
418,"[-0.06311880779915907, -0.011436689199604878, 0.3719690856124061], [0.977894003447235 + 0.009283007227765058*i + -0.036492628541036645*j + -0.2056828428938947*k]"
419,"[-0.0631001221370869, -0.011512133600267104, 0.3716597879747864], [0.977841965039031 + 0.009554325607472262*i + -0.03695916956958156*j + -0.2058344627498514*k]"
420,"[-0.06308143647501475, -0.011587578000929332, 0.37135049033716666], [0.9777896166835054 + 0.00982564095873751*i + -0.037425698883150005*j + -0.2059860173622997*k]"
421,"[-0.06312071856297102, -0.01161932754369897, 0.3710181960908526], [0.9777359131133421 + 0.009947150735142242*i + -0.03787211387849497*j + -0.20615344137570474*k]"
422,"[-0.06316000065092728, -0.01165107708646861, 0.3706859018445386], [0.9776819700312721 + 0.010068658074834763*i + -0.038318519596465456*j + -0.20632081488855727*k]"
423,"[-0.06378425769844016, -0.011497709913546362, 0.3703387393032893], [0.977635555028577 + 0.010492251626596238*i + -0.038652130933873347*j + -0.20645737326150648*k]"
424,"[-0.06440851474595305, -0.011344342740624113, 0.36999157676204], [0.9775888354625271 + 0.010915841909700656*i + -0.03898573022996112*j + -0.20659386731667392*k]"
425,"[-0.06405403735529935, -0.011605273839402911, 0.369694754968057], [0.9775297798259366 + 0.011052708980729905*i + -0.0395645663947282*j + -0.20675592437374188*k]"
426,"[-0.06369955996464564, -0.01186620493818171, 0.369397933174074], [0.9774703492734799 + 0.011189571812669923*i + -0.040143387385140505*j + -0.2069179021328917*k]"
427,"[-0.06391010882471282, -0.011906542028544746, 0.36906436633531553], [0.9774173546530779 + 0.011452616288861088*i + -0.040583008342604886*j + -0.20706803673426682*k]"
428,"[-0.06412065768478, -0.011946879118907782, 0.36873079949655707], [0.9773640787243265 + 0.011715657468899828*i + -0.041022617619962475*j + -0.20721811173984359*k]"
429,"[-0.06408422118671911, -0.012005756930509537, 0.36841231954737175], [0.9773085754396676 + 0.011931182088509998*i + -0.04144381404732551*j + -0.20738371571381597*k]"
430,"[-0.06404778468865822, -0.012064634742111292, 0.3680938395981864], [0.9772528235642755 + 0.012146703673273878*i + -0.04186499993293296*j + -0.2075492669371308*k]"
431,"[-0.06428694042787775, -0.01210765153228328, 0.36777501041233984], [0.9772002900991618 + 0.012428661750663397*i + -0.04232321844091624*j + -0.2076869436868972*k]"
432,"[-0.06452609616709726, -0.012150668322455267, 0.36745618122649326], [0.9771474525496328 + 0.01271061596051176*i + -0.0427814237787938*j + -0.20782455580880432*k]"
433,"[-0.06475299827626427, -0.012073619379829629, 0.3671248612793217], [0.9770873267433254 + 0.012916008638107039*i + -0.0431589481224877*j + -0.20801643645491774*k]"
434,"[-0.06497990038543129, -0.01199657043720399, 0.36679354133215014], [0.9770269809515937 + 0.013121398407739474*i + -0.043536462749200054*j + -0.20820827026736255*k]"
435,"[-0.06490150345051651, -0.01216136372214541, 0.366480208054914], [0.9769729225270934 + 0.013328836699680224*i + -0.04406259968333256*j + -0.20833803798214423*k]"
436,"[-0.06482310651560175, -0.01232615700708683, 0.3661668747776778], [0.9769185323101897 + 0.013536270464978871*i + -0.044588721653246996*j + -0.20846773494268414*k]"
437,"[-0.06509539029874713, -0.012246076256037618, 0.36584724666607027], [0.9768584962104131 + 0.013702581276583513*i + -0.04498136377919149*j + -0.20865376718490633*k]"
438,"[-0.06536767408189251, -0.012165995504988406, 0.3655276185544627], [0.9767982451632268 + 0.013868889073079656*i + -0.045373996007461274*j + -0.20883975351506762*k]"
439,"[-0.0655205343997324, -0.012162600444445124, 0.3652133278687677], [0.9767375766329744 + 0.014131340829030212*i + -0.045849881256754516*j + -0.20900191383874897*k]"
440,"[-0.06567339471757232, -0.012159205383901842, 0.36489903718307276], [0.9766765903462186 + 0.014393787987711697*i + -0.04632575158996559*j + -0.2091640061690215*k]"
441,"[-0.06577170511270672, -0.012198344651288977, 0.36459179006954956], [0.9766166148683154 + 0.014576172764268511*i + -0.046775371126706725*j + -0.20933128625854633*k]"
442,"[-0.06587001550784112, -0.012237483918676111, 0.36428454295602636], [0.9765563786321934 + 0.014758553648963571*i + -0.04722497817434796*j + -0.20949851045627846*k]"
443,"[-0.06578910829666099, -0.012396370782557727, 0.36397292226182687], [0.9764971260164849 + 0.014974162364399786*i + -0.04776165318241664*j + -0.20963769181211744*k]"
444,"[-0.06570820108548087, -0.012555257646439345, 0.3636613015676273], [0.9764375244109523 + 0.015189765728227533*i + -0.04829831112097174*j + -0.20977679824564563*k]"
445,"[-0.06599623980716757, -0.012358614035343246, 0.36330069905917567], [0.9763837631960509 + 0.015087699833309393*i + -0.048511941497483876*j + -0.20998499901898415*k]"
446,"[-0.06628427852885427, -0.012161970424247145, 0.362940096550724], [0.9763299021037153 + 0.014985632395021932*i + -0.048725566911553546*j + -0.2101931783122821*k]"
447,"[-0.06637509484935718, -0.012214367508888095, 0.3626290590156616], [0.9762661972534623 + 0.015168967438542805*i + -0.04919158209940741*j + -0.21036730444075558*k]"
448,"[-0.06646591116986009, -0.012266764593529047, 0.3623180214805992], [0.9762022140110332 + 0.015352298156479257*i + -0.04965758325978433*j + -0.21054137058086542*k]"
449,"[-0.06656949006513907, -0.012527950593579437, 0.361997001570352], [0.9761434624767166 + 0.015613929557255957*i + -0.05010047335194289*j + -0.2106895546477317*k]"
450,"[-0.06667306896041804, -0.012789136593629827, 0.3616759816601048], [0.976084427848219 + 0.015875556429791916*i + -0.050543348914318685*j + -0.21083767761191263*k]"
451,"[-0.06656921018872639, -0.012760792717717663, 0.3614068218577634], [0.9760225137301023 + 0.015928286844752046*i + -0.05103625596456682*j + -0.21100152356625962*k]"
452,"[-0.06646535141703475, -0.012732448841805499, 0.36113766205542197], [0.9759603298230519 + 0.015981012856867507*i + -0.051529148907540914*j + -0.2111653111962593*k]"
453,"[-0.06673687120098178, -0.012824716420854743, 0.360657885691442], [0.9759146048664378 + 0.016687127858937747*i + -0.051257214291760195*j + -0.21138808328581965*k]"
454,"[-0.0670083909849288, -0.012916983999903988, 0.3601781093274621], [0.9758682706804862 + 0.017393232443817998*i + -0.05098524767789426*j + -0.21161072341319678*k]"
455,"[-0.06710759182543433, -0.012907673273534252, 0.35972100495855774], [0.9758335662725683 + 0.017976657555280336*i + -0.05061717257310072*j + -0.2118102749150903*k]"
456,"[-0.06720679266593985, -0.012898362547164519, 0.35926390058965346], [0.9757983574666812 + 0.01856007337479999*i + -0.05024907130483021*j + -0.21200971693451034*k]"
457,"[-0.06731260406527444, -0.01308150182615344, 0.3587758740622923], [0.97577508700897 + 0.019097016977395607*i + -0.04983062567032114*j + -0.21216783983560408*k]"
458,"[-0.06741841546460903, -0.01326464110514236, 0.35828784753493104], [0.9757513394464714 + 0.019633951242513412*i + -0.0494121556711502*j + -0.21232585899732853*k]"
459,"[-0.06775424114144356, -0.013232255869849156, 0.35780780948178], [0.975728041972059 + 0.019941138138494335*i + -0.04899400910611904*j + -0.21250112044604164*k]"
460,"[-0.06809006681827809, -0.01319987063455595, 0.3573277714286289], [0.9757044513209473 + 0.020248319042767735*i + -0.04857584781987332*j + -0.2126763180446097*k]"
461,"[-0.06815935959358646, -0.013326345817307496, 0.3568708546017706], [0.9756664243336481 + 0.02083731765133415*i + -0.04823767512126553*j + -0.21287076201297886*k]"
462,"[-0.06822865236889485, -0.013452821000059042, 0.3564139377749123], [0.975627908991503 + 0.021426305830101196*i + -0.04789947827803021*j + -0.21306509943215698*k]"
463,"[-0.06823802374998901, -0.013568055663870981, 0.3559733979431005], [0.9755983182167124 + 0.021946781463556782*i + -0.0475353845668444*j + -0.21322909625610545*k]"
464,"[-0.06824739513108317, -0.01368329032768292, 0.3555328581112887], [0.9755683067349636 + 0.022467247632908655*i + -0.04717127035698954*j + -0.21339300112933732*k]"
465,"[-0.06847663411673119, -0.013704449649144811, 0.35506689030985567], [0.9755315002316449 + 0.02280455318972216*i + -0.046817490826925115*j + -0.21360329342564957*k]"
466,"[-0.06870587310237922, -0.013725608970606703, 0.3546009225084226], [0.9754944161773588 + 0.023141852258353787*i + -0.04646369797669639*j + -0.21381352494914133*k]"
467,"[-0.0689445034875796, -0.013879023361708044, 0.3541639443264386], [0.9754657511539332 + 0.023581269711415286*i + -0.04606298145663616*j + -0.21398292872053087*k]"
468,"[-0.06918313387278, -0.014032437752809386, 0.35372696614445465], [0.975436712350811 + 0.024020678128588196*i + -0.04566224728612822*j + -0.2141522504977816*k]"
469,"[-0.0692402619255941, -0.013972159391439202, 0.3533061376017339], [0.9753947617044162 + 0.02435965009696457*i + -0.04533761844095953*j + -0.21437389449473676*k]"
470,"[-0.0692973899784082, -0.013911881030069016, 0.3528853090590131], [0.9753525465584677 + 0.02469861545969077*i + -0.04501297730150722*j + -0.214595480359537*k]"
471,"[-0.06928616683383776, -0.013944085484723737, 0.3525517999212563], [0.9753086963689522 + 0.024786957933387005*i + -0.045070545428893174*j + -0.21477243640245258*k]"
472,"[-0.0692749436892673, -0.013976289939378458, 0.3522182907834994], [0.9752648029198516 + 0.02487529930766362*i + -0.04512811155718583*j + -0.2149493829191879*k]"
473,"[-0.06926068309158356, -0.01400905018706795, 0.3518832007748232], [0.9752217548200252 + 0.024961231460434316*i + -0.04518644157879851*j + -0.21512241014635192*k]"
474,"[-0.06924642249389984, -0.014041810434757442, 0.351548110766147], [0.9751786651969274 + 0.025047162550398544*i + -0.04524476967644994*j + -0.21529542821397235*k]"
475,"[-0.06923663987390802, -0.014073592225427594, 0.3512119574115314], [0.9751356431695664 + 0.025137940008389287*i + -0.04529863503662841*j + -0.21546831566666413*k]"
476,"[-0.06922685725391621, -0.014105374016097747, 0.35087580405691576], [0.975092579325473 + 0.025228716388389992*i + -0.045352498454265956*j + -0.21564119387943018*k]"
477,"[-0.06938661865242621, -0.014123947824993401, 0.35052227044302153], [0.9750603798160988 + 0.02538502074231696*i + -0.04502812630712949*j + -0.21583633678337522*k]"
478,"[-0.0695463800509362, -0.014142521633889057, 0.35016873682912725], [0.9750280157497797 + 0.025541320812117994*i + -0.04470374656078066*j + -0.2160314432615061*k]"
479,"[-0.06923269092304463, -0.013993255944068974, 0.34979776980908195], [0.9749849872323101 + 0.02586463631601958*i + -0.044215654555223693*j + -0.21628747340543136*k]"
480,"[-0.06891900179515306, -0.01384399025424889, 0.3494268027890366], [0.9749415588056298 + 0.02618794121103341*i + -0.043727544413748994*j + -0.2165434148348083*k]"
481,"[-0.06926921752213894, -0.01418533848205036, 0.349086000828735], [0.9749156115185516 + 0.026250043473058475*i + -0.04354782298499722*j + -0.2166888846903287*k]"
482,"[-0.0696194332491248, -0.01452668670985183, 0.34874519886843336], [0.9748896076949243 + 0.026312144212811407*i + -0.043368099030853924*j + -0.21683434197979556*k]"
483,"[-0.0700169210664289, -0.014576178867906298, 0.34835191811280847], [0.9748561605758342 + 0.026483303651530857*i + -0.042962656325616806*j + -0.2170444907766396*k]"
484,"[-0.07041440888373299, -0.014625671025960765, 0.3479586373571836], [0.9748224805045633 + 0.026654456761785048*i + -0.04255720335399897*j + -0.21725458770840902*k]"
485,"[-0.07034936733375124, -0.01468788657449129, 0.34759116016148206], [0.9747829844873273 + 0.026830377567267798*i + -0.04224369500720895*j + -0.21747122620180118*k]"
486,"[-0.07028432578376949, -0.014750102123021816, 0.3472236829657805], [0.9747433152240699 + 0.027006293604246952*i + -0.041930179152540555*j + -0.21768782604451384*k]"
487,"[-0.07029073423686996, -0.014800281415316788, 0.34687839213468086], [0.9746860545599589 + 0.027170629588375544*i + -0.04196150238871655*j + -0.2179176088603071*k]"
488,"[-0.07029714268997042, -0.01485046070761176, 0.3465331013035813], [0.974628711957513 + 0.027334963288367476*i + -0.041992822097340655*j + -0.21814737335655426*k]"
489,"[-0.07030112012361964, -0.014899583216142803, 0.34619259547903125], [0.9745737398670085 + 0.027493433281272957*i + -0.04202270969011732*j + -0.21836718745805403*k]"
490,"[-0.07030509755726887, -0.014948705724673847, 0.34585208965448117], [0.9745186923969511 + 0.02765190114766649*i + -0.042052594032598055*j + -0.21858698466968676*k]"
491,"[-0.07030380974222278, -0.015002269363787275, 0.34550105678341536], [0.9744623448764197 + 0.027825298111100683*i + -0.04207641746035967*j + -0.21881148575127268*k]"
492,"[-0.07030252192717668, -0.015055833002900703, 0.3451500239123496], [0.9744059152965691 + 0.027998692731370935*i + -0.04210023734487285*j + -0.2190359684067781*k]"
493,"[-0.07030796807857376, -0.015103649345021652, 0.3447953965163344], [0.9743524929366228 + 0.028150521003407685*i + -0.042113664122709685*j + -0.21925146970906426*k]"
494,"[-0.07031341422997082, -0.015151465687142601, 0.3444407691203191], [0.9742989999099474 + 0.028302347233775473*i + -0.042127087846174596*j + -0.21946695510972922*k]"
495,"[-0.0700974265940302, -0.015203789844527065, 0.34411960528901253], [0.9742397796831532 + 0.028499708285692052*i + -0.04220494482112543*j + -0.2196892372038222*k]"
496,"[-0.0698814389580896, -0.015256114001911531, 0.343798441457706], [0.9741804640495856 + 0.02869706654664764*i + -0.0422827976629689*j + -0.21991149778386723*k]"
497,"[-0.07002180466339378, -0.015328227728951723, 0.3434382654728668], [0.9741241589801849 + 0.02884165850029105*i + -0.04229504874022358*j + -0.22013952502484024*k]"
498,"[-0.07016217036869796, -0.015400341455991916, 0.3430780894880276], [0.9740677796595287 + 0.028986248255519258*i + -0.04230729659359715*j + -0.22036753548598498*k]"
499,"[-0.07015783611631815, -0.0154433315916828, 0.34274864427487023], [0.9740128684296513 + 0.029119315119751202*i + -0.04234925618542089*j + -0.22058453735686237*k]"
500,"[-0.07015350186393833, -0.015486321727373683, 0.34241919906171286], [0.9739578894353096 + 0.02925237995808097*i + -0.042391212830903004*j + -0.22080152388113242*k]"
501,"[-0.07030436143775999, -0.01558280302635504, 0.3441914112529721], [0.9739361906749286 + 0.029523428451577113*i + -0.04232222501144447*j + -0.22087438270690035*k]"
502,"[-0.07045522101158165, -0.0156792843253364, 0.3459636234442313], [0.9739144100982103 + 0.029794474464932563*i + -0.04225323363667145*j + -0.22094722297792807*k]"
503,"[-0.07082535071758764, -0.015898423134999944, 0.3476712687728023], [0.9739126259255428 + 0.03028107778476076*i + -0.04130487310334771*j + -0.2210682266833549*k]"
504,"[-0.07119548042359362, -0.01611756194466349, 0.34937891410137323], [0.9739097209590598 + 0.03076764625665311*i + -0.0403564650357328*j + -0.22118897598002404*k]"
505,"[-0.07136237260488687, -0.016191722432019943, 0.3511290954896421], [0.9738806722263202 + 0.031109422514414745*i + -0.04035776005168241*j + -0.2212688213428205*k]"
506,"[-0.0715292647861801, -0.016265882919376397, 0.35287927687791104], [0.9738515027014097 + 0.03145119491361877*i + -0.040359050061986465*j + -0.22134863926124723*k]"
